"","(15Z)-Tetracosenoic acid","(5-L-Glutamyl)-L-glutamine","1-4-beta-D-Xylan","10(S)17(S)-DiHDHA/protectin D1","11-HETE","12(S)-HETE","15(S)-HETE","2-Oxoglutaramate","2-Oxoglutarate","3',5'-Cyclic IMP","3-Methyleneoxindole","4-Acetamidobutanoate","4-Pyridoxate","5'-Phosphoribosyl-N-formylglycinamide","5-6-Dihydrothymine","5-Guanidino-2-oxopentanoate","5-Hydroxyindoleacetate","5-Hydroxyisourate","5-Oxoproline","5(S)-HETE","acetyl-carnitine","Acetylcholine","acyl-C12 (O-dodecanoyl-carnitine)","acyl-C12:1 (O-dodecenoyl-carnitine)","acyl-C14 (O-tetradecanoyl-L-carnitine)","acyl-C14:1 (Tetradecenoyl Carnitine)","acyl-C16 (L-Palmitoylcarnitine)","acyl-C16:1 (Hexadecenoyl-carnitine)","acyl-C18 (Octadecanoyl-L-carnitine)","acyl-C18:1 (O-octadecenoyl-L-carnitine)","acyl-C18:2","acyl-C4-DC","acyl-C5","acyl-C5-OH","acyl-C5:1","Adenine","Adenosine","Alanine","Allantoate","AMP","Anthranilate","Arginine","Ascorbate","Asparagine","Aspartate","butanoyl-l-carnitine","Chenodeoxycholic acid","Cholic acid","Choline","Citrate","Creatine","Creatinine","Cys-Gly","Cysteine","Cystine","D-Arabitol","D-Glucono-1-5-lactone 6-phosphate","D-Glucose","D-Rhamnose","D-Ribose","Decanoic acid (caprate)","Dehydroascorbate","Deoxycholic acid","DiHOME","Dihomo-g-Linolenic acid/eicosatrienoic acid","Dimethylglycine","Diphosphate","Docosahexaenoic acid","Docosapentaenoic acid","Dodecanedioic acid","Dodecanoic acid","Dopamine","Ectoine","EpOME/HODE","Fumarate","gamma-Glutamyl-Se-methylselenocysteine","gamma-L-Glutamyl-D-alanine","Glutamate","Glutamine","Glycerol 3-phosphate","Glycine","Glycochenodeoxycholic acid","Glycocholic acid","Guanidinoacetate","Guanine","HEPE/oxoETE","Heptanoic acid","Hexadecanoic acid","Hexadecenoic acid","Hexanoic acid (caproate)","hexanoyl-L-carnitine","Hexose phosphate","Histidine","HOTrE/oxoODE","Hypoxanthine","Icosapentaenoic acid","Icosatetraenoic acid","IDP","Indole","Indole-3-acetaldehyde","Indole-3-acetate","kynurenine","L-Adrenaline","L-Arabinose","L-Carnitine","L-Citrulline","L-Methionine S-oxide","L-octanoylcarnitine","Lactate","Leucine/isoleucine","Leukotriene B4/PGA1/PGB1","Linoleate","LPA_16:0","LPA_16:1","LPA_18:2","LPA_20:4","Lysine","Lysophosphatidic Acid","Lysophosphatidylinositol","Malate","Maltose","Mannitol","Methionine","N-Acetylneuraminate","N-Acetylornithine","N-formyl kynurenine","Nonanoic acid (pelargonate)","O-Decanoyl-L-carnitine","O-Decenoyl-L-carnitine","Octadecanoic acid","Octadecatrienoic acid","Octadecenoic acid (Oleic acid)","Octanoic acid (caprylate)","octenoyl-l-carnitine","Ornithine","Oxaloacetate","Pantothenate","Phenylalanine","Phosphate","Picolinic acid","Proline","propionyl-carnitine","Prostaglandin A2/B2/J2","Prostaglandin A3/B3","Pyridoxal","Pyridoxamine 5'-phosphate","Pyruvate","quinolinic acid","Resolvin D1/D2","S-Adenosyl-L-homocysteine","Serine","Sphinganine 1-phosphate","Sphingosine","Sphingosine 1-phosphate","Stearidonic acid","Succinate","Taurine","Taurochenodeoxycholic acid","Taurocholic acid","Taurodeoxycholic acid","Taurolithocholic acid","Tauroursodeoxycholic acid","Tetradecanoic acid","Threonine","Thymidine","trans-4-Hydroxy-L-proline","Tryptophan","Tyrosine","UDP","UMP","Urate","Ursodeoxycholic acid","Valine","Xanthine"
"HTP0026B2",407855.6578,41420.61838,93835.14722,15670.10987,6529.220099,5468.834538,3030.623021,20986.80629,59418.03197,18100733,1299360.443,74910.90725,34704.07153,1627.610268,262389.8724,2039704.068,151849.3831,225570.3228,1124225.329,2590.916662,2173363.592,383134.1729,166113.1038,197019.5689,113110.2693,105144.9915,530473.2079,71632.56887,106835.3884,927889.439,10756.5705,25249.65188,266026.5544,19767.69416,15611.46625,40933.74317,20612.1891,4274869.954,283308.6569,6258.653116,2406192.562,1620710.841,33821.38019,299372.7096,234928.7556,58103.86535,1563799.723,1210456.056,3213206.354,2044785.958,2180479.098,2986167.169,14632.74846,38012.37978,186293.4983,12810.48887,7300.503997,2291554.857,51938.13326,59893.72443,59350.97662,168830.1524,723288.1632,86348.20689,405290.4991,215347.8597,2784.011626,1748982.36,3433.087441,30775.62137,68508.04492,10996.80118,150890.5237,57138.21319,61559.13628,31578.1232,95538.97449,257571.4676,4850387.632,4920.307831,996100.8614,2953584.62,848845.0852,85289.32139,4684.536271,1851.108446,58607.42933,30723501.82,3179250.79,126422.6431,31500.3045,14524.37706,1331655.934,29508.93808,759177.9214,138959.9003,1324897.176,218704.8188,541723.6744,65284.63018,69504.42424,592483.1245,262458.7343,59893.72443,16232645.37,302206.2995,46033.02958,134230.3195,9201545.836,36908776.88,26432.50663,22542308.88,75024.17929,25836.09691,365933.0023,149080.8631,4003067.86,40451.07776,6464.79358,105200.6251,2444.453113,142965.9773,4869185.827,20039.14111,1544616.078,17954.37357,106982.8208,50689.83986,55092.44184,24176170.41,1970266.927,32339103.5,46365.02741,214237.772,1121751.246,7898.513956,136569.0774,25391201.53,978914.2373,62606.64844,10129710.86,464113.0804,43534.05474,66761.57253,3218.236609,820.5608444,324557.1708,5190.644201,63509.68737,18839.18366,605871.9179,3697.759131,68203.7343,48952.25061,35052.76119,54216.08593,384974.8576,583726.3165,251070.1884,236782.618,20618.03401,6416.854567,198477.4148,1292782.474,138903.8616,777452.9201,17933719.99,17927996.16,396264.8965,39687.07328,7051810.743,60464.24917,22050510.39,48734.81068
"HTP0034B3",571268.6379,47226.30669,184291.4992,28761.34272,9918.62452,7786.34281,2316.785424,8774.47425,94887.30132,41361744.58,1401532.04,104005.2425,18024.49402,6899.196226,408650.1643,3148667.517,194705.4049,224021.5799,2062082.919,907.9048708,3902542.731,818385.9056,1193248.234,864732.7856,194630.6653,794837.035,1287611.511,129202.1794,355109.9128,2236892.413,316068.1066,15908.54035,176905.3281,18578.7344,37629.95282,95234.70817,34997.82012,7413833.247,192904.8109,12578.60131,133347.6413,1056829.231,22110.02231,409840.6195,312385.5919,9926.250632,4003673.916,1712366.254,5104139.704,1329012.662,3609241.775,9032211.061,12501.13796,34004.33048,570002.4209,9009.997098,29688.98233,6672930.838,74575.7576,129274.7304,97127.33731,84149.90535,2782584.851,86613.23911,378359.6416,508744.612,8437.742746,650407.6197,8921.494335,40750.97382,131532.7099,6400.711888,2331.508737,96764.55929,45678.969,56061.64982,67010.60316,777035.2306,9253831.656,3823.431963,1950008.67,871337.949,75954.47312,98189.6809,15536.10381,1188.613869,55758.6016,55213400.99,2123819.967,94841.62878,54170.35351,47540.28405,1966984.057,17637.01296,1235530.493,81344.19488,1490979.929,203517.1531,559148.8369,48293.50559,131268.9009,769239.5794,908836.8162,129274.7304,30226505.65,337283.5688,23641.06133,118711.9164,19785668.53,30543220.06,9343.157465,41700654.03,5535.97028,1084.085225,62565.44088,21231.72668,3675528.544,3869.364772,18106.74254,67684.11652,4946.255724,150927.2763,2133826.909,23064.60866,3908869.066,18794.97916,145567.2853,74645.90214,85694.15809,48106989.6,3586336.715,58810594.85,66348.23558,552937.2392,763301.7637,4427.983386,34988.3805,38896922.58,2144640.518,120609.778,7804471.712,442249.5687,1579.785056,14655.94225,1407.19636,8862.938891,803861.1046,46442.2812,71847.06443,5074.448398,1334431.688,120634.8467,33062.84512,829796.4836,17369.84194,66196.03873,352798.147,46434.3886,6606.916402,25778.51746,8861.105934,860.4787804,502038.1303,1518253.396,212492.9157,1063641.379,22459017.94,8533580.306,153904.8692,135969.2568,17110663.97,139261.7244,16161100.5,101356.3143
"HTP0035B3",776774.7867,21859.48913,88153.56049,50892.66549,9948.398612,5909.291745,417.0316161,29141.1036,58141.97811,22924436.55,878763.9141,33037.04671,7061.350309,3315.498506,289816.2621,2275560.043,160736.1348,212961.2891,1738634.25,4719.637335,5584534.075,693498.8729,293536.3444,472731.8082,84428.4846,510403.0333,467917.627,101900.2488,227534.1559,1825873.587,9202.423484,13752.50894,146245.9009,11131.94891,10033.49306,48695.99253,19413.40075,4605166.064,280956.047,5290.769204,121593.9076,810872.2059,36680.98434,283583.8732,368072.849,80413.41685,391049.8891,112569.9333,3380769.053,1820299.81,2042554.392,3975149.929,5552.386748,26285.10285,233279.7633,9275.654414,3534.653511,2481800.481,61118.33764,60476.7984,81871.91054,87558.96275,343116.5885,103340.9568,608221.8497,383417.1017,1461.075278,2823713.824,11623.46119,14983.95843,73105.07625,4388.635176,226633.4431,86400.81674,52155.17029,40311.37282,80698.98584,449850.7572,4947290.373,1531.40153,1267895.511,9891910.032,2366231.537,117504.2519,29195.58162,12590.58276,68946.48943,35263260.98,3524042.447,132511.4869,67829.49898,10231.83061,1430487.595,18968.69748,1590110.895,236763.4142,1820191.762,142036.705,388153.5436,50477.6054,49906.75693,640430.0353,455991.4988,60476.7984,23744655.87,325126.0543,33548.48294,195295.1392,10371567.75,25018738.11,25975.81527,56893513.64,14149.19591,2296.974163,118265.6044,25557.98106,2507495.436,16554.21988,6866.917238,85750.44285,3799.728403,84292.2973,1959439.513,15835.905,2567239.733,74448.12314,114291.2707,33751.86744,122905.3212,27346675.34,7819034.08,92216583.69,68697.57303,359514.0593,1161446.217,4586.332937,99895.98032,21053979.07,766993.2698,116929.4933,4849623.991,358360.9213,1442.451458,29126.82098,404.4904593,928.4801946,323284.8069,11087.47675,139587.2913,18978.61848,520906.9166,7026.679481,550500.602,128062.4961,53882.80514,57594.53876,1118563.373,1610776.293,634203.0792,302100.2649,13796.62977,144484.4668,386320.2251,1257971.693,189717.3752,858071.8002,14718806.81,10401226.29,389234.8244,19520.61588,10281373.31,458140.898,18975153.7,72662.9899
"HTP0036A2",571776.9009,20103.2238,108516.5805,34784.17711,11633.28038,6825.959392,1156.051285,9986.850603,67012.14087,17592273.73,1278251.678,76723.14786,35826.67785,255.304096,460653.1214,3010128.053,184718.0601,212229.646,2134700.11,7850.21271,2445277.239,553843.853,264768.0389,293775.2604,73773.5638,222669.1137,923067.6246,84171.24855,275666.7651,1420836.369,248982.5829,25922.36678,252146.0781,24066.49333,14737.086,47263.34907,33176.28642,7324554.901,377391.2203,8994.221708,906813.7735,3483972.512,21202.16495,500370.3333,328091.3134,89909.26909,296059.8304,61770.68502,6445106.743,197196.0354,3818390.104,6666773.276,15219.20342,25632.91707,903493.867,16118.65576,19199.62635,3917055.167,102485.0171,75409.49066,124290.5016,14892.31942,229083.7581,69249.39221,925210.2934,315355.7769,489.2028197,1786977.182,26295.42623,17062.91124,254641.0378,7733.734649,8373.470645,66256.46316,27685.94923,16811.85197,54020.89415,539463.2583,9994671.396,5566.211103,1601149.656,648285.7993,82583.8377,130083.2056,118283.9774,2344.430412,56643.19099,58392293.62,9549010.981,130453.0565,28029.91237,18877.47991,2020081.556,28008.02484,424433.304,582023.1808,5210322.801,9730.432354,1103445.737,49441.14171,68555.09644,661111.8695,996532.3491,75409.49066,28010710.76,551899.8758,47959.04198,76620.3384,11515622.56,63440506.41,55163.09435,59371894.31,13952.71279,4353.827104,77366.12824,51822.56313,6561495.23,11981.78051,11552.69933,43840.52497,4808.726192,156421.8714,4543797.089,20511.26876,3104435.597,23827.89465,136459.5186,40346.97972,18461.73674,34379756.16,5283259.923,83348016.39,55923.18845,177971.6935,1191371.158,10206.21663,129154.4296,34964587.97,1033125.844,154303.3522,14594259.89,447479.3056,1827.657129,36428.90364,660.6274259,1178.356529,387875.3895,19661.31129,137208.8727,9853.408165,649018.2947,121749.4459,347555.5687,503359.5938,169876.7565,45637.48552,243899.8411,39042.60485,14222.62399,6107.504174,16327.10826,5482.289091,1591161.019,2011419.241,203079.2568,923393.6369,21706340.59,15974371.3,260915.889,72144.1373,18875540.4,101803.1671,32795478.86,170458.6035
"HTP0040B3",506962.2841,44820.00782,150508.2121,15758.00289,1475.818717,981.66077,1828.602208,24795.71694,87106.43398,31309441.46,1118132.58,26617.10675,6602.078073,1808.173417,423079.3628,2667535.515,110055.0162,155079.1294,1923803.656,917.6275486,4538890.068,448722.2403,124883.6783,237594.4652,55833.29058,280928.3543,476232.1295,73685.67297,148157.5053,2782816.304,133091.6811,19300.93162,73675.49873,13073.18852,11129.77542,57486.14172,737514.7786,3578544.356,301661.7367,15379.13195,788988.0424,524826.6566,125793.4893,285349.2291,438664.1298,48949.72879,283608.2835,14700.55176,4290696.969,2500870.834,3794321.612,5773863.93,10839.53606,23061.99504,335090.8788,16199.2603,3917.202814,4478611.49,59686.07611,101151.7797,105310.5436,139326.1503,103622.1895,17541.0143,174849.336,227283.5088,6427.351748,221805.1246,43916.19836,4117.95216,238199.4436,3989.767124,196765.928,28343.19391,71828.26128,41349.79919,48866.26658,394364.8127,4904560.55,3359.005706,1185351.21,794987.8834,206423.6498,88699.21675,26614.31384,1799.135302,59244.27889,16544768.4,517069.8282,127504.2259,40179.03805,25441.12003,1544829.869,5472.605901,1093891.879,45341.22381,501477.2206,183668.0902,460109.0262,56590.26798,59030.31921,461937.3253,510063.9846,101151.7797,16086311.31,329056.7295,17306.6683,364138.1736,21570054.35,21260838.35,2388.6343,10012912.29,2455.710774,1718.008841,25641.40968,6902.843064,2375323.642,2805.245126,660.0281252,156355.8851,6920.455388,109863.1225,1763421.985,25468.12594,3132616.116,27611.26799,118874.3437,143741.8011,162185.5948,16455420.92,2075875.768,17795316.5,73763.36688,386711.6639,979139.1984,5432.873442,29379.34631,26192255.71,1711889.802,126235.0137,4579406.846,238011.2496,582.3991044,18994.77262,1022.664191,3466.539676,499775.73,12505.4334,23064.29353,36255.68489,527252.5906,41075.00061,86534.02743,574527.0862,12069.01335,72578.47753,249777.5461,140618.9075,50285.95743,186045.8823,3966.103097,42195.2766,1820824.645,1289254.776,164986.7628,1040506.662,17201021.45,7987522.224,583716.4202,51826.77407,14932591.5,649975.7953,11456645.19,48981.25872
"HTP0042B2",498781.9427,62854.34099,213868.8832,13460.69709,2180.342279,1713.613559,518.952222,38201.23896,207805.4311,41813087.67,2184124.231,43937.34722,37326.03332,1180.40239,651138.5318,4481490.095,227696.4387,518912.2586,2932148.465,1195.978263,7815462.262,1303999.151,144053.787,260879.5649,50707.81092,166062.4864,525774.9862,40996.01356,232385.4826,1055571.135,9143.30214,39362.44091,382161.0904,38883.53131,45123.80882,67163.58321,23702.13982,11832637.08,390421.2195,18190.89598,76495.64011,4185993.812,45262.52996,671587.1808,675946.8664,111748.6799,121698.6369,13948.75358,5513094.874,3985088.724,2869494.321,11183155.15,30431.48528,57214.9491,461124.8585,15706.69278,12686.84282,6190233.376,101022.0332,128188.0359,138711.7277,227850.6685,69353.50296,37113.6538,216638.7998,574019.5772,2299.084802,312845.1248,15851.12477,14521.16831,176430.9235,7325.091957,319353.7765,38678.34305,67181.71833,45705.72759,198701.4547,1297064.983,12332323.87,2985.716551,2317814.119,928248.9758,151405.0734,177818.1734,9537.00087,1120.634696,91946.85894,28267228.58,1194338.186,192270.0871,45575.97034,22754.91987,3238808.405,15823.70252,1671982.538,41387.72392,789973.6227,273386.7092,886775.0465,117200.3581,66683.04079,894426.793,663907.496,128188.0359,32404285.17,540237.4673,51488.23316,122839.8433,22049825.91,71841693.88,10292.9812,17268096.24,5833.239711,320.4118446,35085.20968,7279.583303,5502788.745,2076.132793,500.12991,191696.4809,10672.79777,116850.3736,8591499.006,25690.34542,3866237.906,125578.9702,140978.8453,26125.71271,116256.6307,28119871.12,1543412.061,28856821.56,120676.4989,700411.0426,1253431.868,6016.855829,65432.1651,61442995.86,1638420,115678.6783,23883255.95,1044389.661,1705.393039,22301.80641,645.2108691,14176.25456,577099.3564,20198.69706,37466.5871,30673.50109,1032114.96,7713.263738,98103.495,94866.35508,5591.312296,132381.713,327048.0553,93397.01163,22972.01644,28915.39996,5697.569681,2102.520501,779770.0321,3285583.743,365062.7433,1624440.037,37783909.92,35599872.32,756738.3612,45805.94154,27023303.85,57088.85968,41462982.63,454308.4389
"HTP0043B2",608261.2578,47639.10414,155107.1377,23060.20264,4240.58029,3157.353327,2993.276489,33356.91327,65628.94286,24807671.8,1850542.022,99423.7572,18983.07832,246.2171947,653507.3635,2694313.485,128070.4723,248407.5513,1917469.279,2445.389123,11259318.93,684912.0374,286015.8311,261413.2249,197930.5729,160604.6694,1165590.863,107179.9094,281661.8801,2762003.008,132503.2342,18457.2905,102425.8626,12143.69921,12244.55265,60506.51626,1333.72943,4531561.619,267807.4756,1492.279728,109838.3673,3120132.326,48985.56409,610957.7143,997864.1404,64425.27711,71826.37322,28379.85829,4244202.629,851959.2509,1160161.192,6493819.15,7199.060907,37694.10279,586915.803,22769.48842,13134.8096,5493649.398,100700.4068,106434.5154,163975.8675,62932.4478,335366.5757,63172.92748,561329.6744,383808.8279,922.4729351,1158522.228,9928.136144,85146.70062,220816.3702,8570.504963,210207.7991,114351.1047,58756.92359,27872.20629,45086.00463,346878.3485,13405646.92,3021.109684,1886230.592,1176549.441,239051.196,118348.6753,47023.20844,2082.99185,90594.5852,42227064.57,2982225.313,190585.4315,69609.1557,20497.61703,2166559.67,77600.7868,465407.6724,101662.0385,1592155.325,81041.99598,622702.9574,87264.46304,63265.93161,490424.2355,1058105.107,106434.5154,24286997.63,849085.0324,28478.54609,341113.1382,11834598.45,40175533.04,14294.47112,38422700.55,18422.91472,2053.335982,135262.426,34831.69046,3446912.877,14317.01814,3705.155683,83955.52844,6052.946201,213787.1522,2852954.967,16585.16992,2587532.286,25376.9134,248332.498,280822.2674,210577.2263,33870266.49,3645906.887,53586057.09,81833.07853,349712.5966,1126357.111,3695.001247,36556.31268,25922215.11,1241837.631,89507.63213,5915456.49,507117.0649,1524.684084,31952.6674,639.5163276,2576.057598,321798.2672,15307.15046,80887.53386,16729.0941,1092564.568,42211.99281,23625.50125,383344.819,36654.42566,91374.14422,298952.7113,137905.6011,25563.8816,61508.23894,17847.2538,6807.993617,1304604.178,2026363.703,276101.1947,835442.5247,31856844.6,8788021.726,450194.8651,91153.3666,16117452.26,119960.599,25040563.86,70918.02886
"HTP0044B2",449522.7812,42372.10131,152127.7906,39761.2292,9686.109683,7663.388874,3007.800874,30299.87637,43204.63832,26330750.02,1315748.557,65008.1377,11955.12769,1111.982699,352448.1882,2448116.951,138245.0273,356558.6217,1635162.305,3866.857852,6460895.957,607878.8511,315001.0953,982042.3063,122856.2275,288835.5314,935572.108,194777.0347,93123.04763,1843289.959,52106.82271,30910.03917,203993.2161,42725.73337,10288.74011,54410.93901,4296.842913,4989719.11,248011.8374,5490.171314,1005242.983,1739267.356,15000.52133,287666.509,447558.9011,64994.25286,119739.5278,28961.56491,4636617.826,1577839.591,2974792.338,4302944.93,37065.25964,69843.56448,257535.221,10443.27727,7865.555463,3912239.655,106324.7296,87274.97883,112068.7798,85486.16466,724732.9144,34913.29879,639669.8347,331652.2563,2682.105511,1946102.245,2495.952975,11577.32723,72340.48022,12731.62965,268741.4503,55610.27408,54868.72122,37295.64397,79778.07372,357456.8514,6640010.683,2016.443152,1367259.607,554954.345,138565.8197,131005.0087,7365.36764,1267.684066,106268.442,41031940.12,19460951.33,137991.696,49405.188,25692.16387,1807033.322,21480.49078,809579.1147,496288.8145,2201474.506,217036.3693,524060.2207,75751.45839,54729.72112,618534.6112,928778.7822,87274.97883,24070751.42,256165.3085,7757.652682,213727.6051,7319957.464,28476916.35,125795.7582,42097765.63,6818.701141,1077.207705,35212.74057,15578.51004,3348748.337,2210.269231,5799.539202,70538.39076,5442.209386,129535.1372,3757057.341,14976.22739,2610429.583,37169.30531,138228.4457,89934.66855,95004.15776,20294261.82,6675465.99,59838939.62,83946.63206,228424.4591,1118968.663,7374.753983,41341.72647,24256421.68,1013932.913,36308.08499,8506580.746,479836.6139,2816.926025,23004.72147,600.8999548,5738.402506,293362.802,9955.263622,136839.6726,15764.71986,566611.2156,20312.65173,22869.53261,259366.5918,172294.2726,69554.88865,181810.9915,106749.3566,41260.5683,193976.0346,11179.9183,4860.182955,205164.8049,1223744.168,245113.435,1250943.697,22652765.34,11120369.43,602020.3215,6558.784248,16312560.71,82992.50846,21699692.49,71387.66628
"HTP0047B2",421227.3591,41152.19708,186699.0565,592.1525285,7693.617738,2559.813302,2029.065666,42096.33817,89174.55933,41314037.74,1619085.987,12174.16477,24863.52828,238.1050522,569429.2894,3162316.447,168099.8376,214773.7609,1596330.316,1553.259229,5782146.643,1272298.76,75513.54496,90880.61794,89365.71785,63786.4598,917187.1329,59435.75131,263808.833,1482911.974,334.5187872,19785.59297,293138.7286,30989.32208,80714.6828,78205.71867,9937.518761,8791421.615,338604.7217,6033.315479,122985.9252,1975839.69,44580.49206,333678.0126,714031.2308,114440.6865,152823.5055,42446.86266,5139958.236,2586530.032,2447418.659,11620311.3,32743.17421,69959.22082,361710.3839,18458.74459,7216.95081,5641353.895,129577.3137,118307.8093,141381.9072,121683.7052,265185.3404,27304.78587,457987.3243,679630.1808,2334.184867,608457.7938,10496.62366,22153.11461,141496.7624,11516.21601,323828.343,40102.56685,196817.247,63619.35038,132374.7468,495344.3121,7186047.759,3289.593138,2003431.003,1049653.058,212633.1316,123711.915,7401.024819,1213.04273,130962.3675,29147849.87,1457572.108,190010.0752,62498.92282,33329.59248,2421564.207,15852.93936,1584983.915,189521.1555,1620620.942,318523.9604,577739.5431,73881.47884,70961.58523,710414.9293,932026.0942,118307.8093,40589643.26,275722.8642,23105.74018,364174.7089,33419601.4,38808496.06,3900.651349,9016681.329,19193.02371,3134.698323,47507.5834,22596.18943,3659364.528,13909.01778,456.989327,175951.2454,7272.413737,127801.6613,4338973.823,24727.30978,3104316.071,22189.18406,204089.2071,54287.66555,136395.2668,22737396.08,379639.268,18638057.13,131446.6104,430058.0477,974550.0361,7765.704046,38220.63442,38712966.93,1830118.462,60768.15905,15201403.62,562333.1914,575.0029089,24963.78226,2029.008543,6317.130518,714473.2995,20136.67847,17906.97762,33255.13394,504432.3,2345.233617,82431.1327,65923.96669,19666.37344,112562.6975,291897.6482,93000.1899,21656.0538,59188.86439,12353.02306,7526.389028,437846.7959,1757191.235,338135.8327,609211.4257,28049309.26,14954774.73,774498.0379,36970.88697,16692158.79,45165.36108,26850732.9,115898.4065
"HTP0048B2",440651.5976,29572.46204,169863.1013,4297.559794,2491.60121,2111.453449,401.6669643,46327.9415,72481.07827,30699157.51,1203642.256,28828.18196,24640.0487,1116.402576,383019.0248,4288000.651,221079.6933,263227.5525,1727102.819,868.5482078,5382931.925,771891.5352,111193.7559,101414.3504,56610.60104,90654.59758,517901.5312,48483.90834,137138.3208,785090.0526,16572.09644,37737.7314,352595.8203,32949.46082,37881.12128,71107.95528,14049.07411,6521528.914,292552.3154,12062.83562,240867.7752,3261282.966,34258.66786,316518.1023,462752.8233,95075.76416,141935.4635,776019.5892,5324743.939,1726664.418,6044002.834,8895425.316,22292.13983,31333.16119,289613.0882,11949.05266,11554.24789,4633579.729,89241.75603,98152.14413,136679.4038,71196.60883,2314092.698,47285.16929,201868.6614,452616.9814,5355.206816,504056.6512,21251.56332,15948.40904,159600.5157,8092.485038,254769.7885,45911.0975,62055.77517,46125.4133,96392.62052,238223.5099,7190926.543,3599.948644,2009490.007,1021879.699,151393.3624,142498.8754,15991.28505,1007.116099,101752.041,30929062.05,1697649.1,213203.3864,56007.42385,33241.47673,2952979.094,10779.3151,1346486.026,56266.8622,806215.8295,210454.466,479449.2845,84228.09321,119657.6273,932886.2458,386496.7607,98152.14413,36007784.32,273440.3489,57751.37964,139777.6918,12377776.13,32424910.19,4133.346551,16433835.6,6320.673626,1083.51224,57942.79746,18150.33487,4826032.24,5739.819233,18152.2923,104257.7054,5127.403687,94538.81529,4059741.342,26015.07595,3915055.788,115904.1145,157705.8365,41855.33091,74908.57986,28022854.29,996714.7769,25845260.96,97313.96251,535592.6391,1089492.778,6739.556753,57658.38478,41906797.51,1624056.127,136535.2088,10871019.58,467060.5415,69602.26505,12919.21005,554.6454984,576.2505782,436051.2889,12797.11409,33881.47536,25395.48582,802518.3671,8270.249856,135165.4074,175522.3776,12943.78965,83308.15606,281270.0786,173636.5179,65688.48564,76286.13765,9714.598463,2125.386027,853300.8588,2108365.728,248449.99,903743.939,21640207.24,22332946,578778.4969,47039.69238,17669775.76,8046.600336,24826256.23,125548.0385
"HTP0050A3",431909.063,41251.75727,122389.3054,36648.0589,5943.227426,4667.128113,2496.63071,41766.88596,88899.89929,39852411.72,993499.9323,162291.9306,12035.1868,9135.480494,493508.6251,2705766.895,200935.3879,232069.938,1555138.086,5040.901713,2579744.813,370468.9966,197737.9769,155801.206,66648.12511,145883.5702,456771.5902,36010.00243,271864.3895,851481.7571,3984.696669,24488.08011,182623.044,22429.88344,30072.31795,93340.12098,1715.611126,3938870.856,256409.5086,6491.646821,327674.7759,487106.8018,82334.93628,302007.9533,633795.0919,80775.29673,67003.07689,14835.71783,5547233.703,3665399.124,3360443.856,4610951.397,8349.610446,18934.57104,307610.4735,15654.98175,6205.271469,3652813.638,56548.07705,80442.91572,110957.9986,461786.6907,193176.4312,60365.87822,900469.6489,241948.9676,9625.556859,5206685.345,2453.428523,34447.73913,94060.82976,5790.565817,241363.0226,152877.5553,82087.57894,59019.17268,46159.86383,227511.8361,6002422.22,5704.717787,1636970.025,693270.2952,110835.8906,55642.35484,6788.57885,572.1375021,60458.23462,45968903.98,3923738.492,139540.8049,24726.96071,25864.6446,1704423.236,60305.69478,140606.4253,264208.2761,4054077.443,488495.7242,394134.4775,36447.79697,64040.51926,761131.3376,483239.7513,80442.91572,21379000.79,358468.8933,30498.90218,64873.12197,17597125.57,31298316.05,26886.42339,48673577.75,5331.012815,792.102594,62259.35979,21895.95828,2886555.802,6473.986927,8268.933552,193814.9588,6926.42353,136438.1315,1763784.414,40109.38761,2141756.378,21013.20752,122313.9685,8435.337191,31577.24678,25054073.31,5771142.716,71131050.84,76354.58517,226350.1366,852503.2934,16757.08608,55019.69871,24305495.41,2750623.243,59724.85511,5262359.68,494215.3871,211144.8088,36364.50008,1022.199449,422.3548767,667075.4351,11702.34311,132554.476,51964.37505,527241.24,5331.366454,112204.5254,192535.4637,52172.60328,128020.9638,219718.2196,163902.3068,42133.18602,94970.69084,22650.05548,6412.689548,251367.1255,882890.7494,215010.7237,450683.9212,17355203.6,9889345.032,779263.5793,20939.29276,11072606.54,106331.3571,18366826.08,55474.97673
